route_id,period,frequency,buses_assigned
86-R,PM_peak,1,3
86-R,evening,2,5
87,early_morning,2,4
87,AM_peak,1,2
87,midday,2,4
87,PM_peak,1,2
87,evening,2,4
87A,early_morning,1,2
87A,AM_peak,1,2
87A,midday,2,4
87A,PM_peak,1,2
87A,evening,1,2
87B,early_morning,2,3
87B,AM_peak,2,3
87B,midday,2,3
87B,PM_peak,2,3
87B,evening,3,4
87C,early_morning,2,4
87C,AM_peak,1,2
87C,midday,2,4
87C,PM_peak,1,2
87C,evening,2,4
87D,early_morning,2,4
87D,AM_peak,1,2
87D,midday,2,4
87D,PM_peak,1,2
87D,evening,2,4
87F,early_morning,2,4
87F,AM_peak,1,2
87F,midday,2,4
87F,PM_peak,1,2
87F,evening,2,4
88A,early_morning,2,3
88A,AM_peak,2,3
88A,midday,2,3
88A,PM_peak,2,3
88A,evening,2,3
88,early_morning,2,5
88,AM_peak,1,3
88,midday,2,5
88,PM_peak,1,3
88,evening,2,5
89,early_morning,2,2
89,AM_peak,2,2
89,midday,2,2
89,PM_peak,2,2
89,evening,2,2
8,early_morning,2,5
8,AM_peak,1,3
8,midday,2,5
8,PM_peak,1,3
8,evening,2,5
90,early_morning,2,2
90,AM_peak,2,2
90,midday,2,2
90,PM_peak,2,2
90,evening,2,2
90P,early_morning,2,3
90P,AM_peak,2,3
90P,midday,2,3
90P,PM_peak,2,3
90P,evening,2,3
91,early_morning,2,3
91,AM_peak,2,3
91,midday,2,3
91,PM_peak,2,3
91,evening,2,3
92,early_morning,2,3
92,AM_peak,3,5
92,midday,2,3
92,PM_peak,3,5
92,evening,2,3
93,early_morning,2,4
93,AM_peak,1,2
93,midday,2,4
93,PM_peak,1,2
93,evening,2,4
94A,early_morning,2,5
94A,AM_peak,1,3
94A,midday,2,5
94A,PM_peak,1,3
94A,evening,2,5
94B,early_morning,2,3
94B,AM_peak,3,5
94B,midday,2,3
94B,PM_peak,3,5
94B,evening,2,3
94,early_morning,3,5
94,AM_peak,3,5
94,midday,3,5
94,PM_peak,3,5
94,evening,3,5
95A,early_morning,2,5
95A,AM_peak,1,3
95A,midday,2,5
95A,PM_peak,1,3
95A,evening,2,5
95,early_morning,1,3
95,AM_peak,1,3
95,midday,1,3
95,PM_peak,1,3
95,evening,1,3
96,early_morning,1,3
96,AM_peak,1,3
96,midday,1,3
96,PM_peak,1,3
96,evening,1,3
97,early_morning,2,4
97,AM_peak,1,2
97,midday,2,4
97,PM_peak,1,2
97,evening,2,4
9,early_morning,1,4
9,AM_peak,1,4
9,midday,1,4
9,PM_peak,1,4
9,evening,1,4
VJR1,early_morning,1,3
VJR1,AM_peak,1,3
VJR1,midday,1,3
VJR1,PM_peak,1,3
VJR1,evening,1,3
VJR2,early_morning,1,4
VJR2,AM_peak,1,4
VJR2,midday,1,4
VJR2,PM_peak,1,4
VJR2,evening,1,4
VJR3,early_morning,2,5
VJR3,AM_peak,1,3
VJR3,midday,2,5
VJR3,PM_peak,1,3
VJR3,evening,2,5
VJR4,early_morning,2,5
VJR4,AM_peak,3,7
VJR4,midday,2,5
VJR4,PM_peak,3,7
VJR4,evening,2,5
VJR5,early_morning,2,5
VJR5,AM_peak,2,5
VJR5,midday,2,5
VJR5,PM_peak,2,5
VJR5,evening,2,5
VJR6,early_morning,2,7
VJR6,AM_peak,1,4
VJR6,midday,2,7
VJR6,PM_peak,1,4
VJR6,evening,1,4
VJR2A,early_morning,2,7
VJR2A,AM_peak,1,4
VJR2A,midday,1,4
VJR2A,PM_peak,1,4
VJR2A,evening,2,7
14A,early_morning,2,5
14A,AM_peak,1,3
14A,midday,2,5
14A,PM_peak,1,3
14A,evening,2,5
58B,early_morning,2,2
58B,AM_peak,2,2
58B,midday,2,2
58B,PM_peak,2,2
58B,evening,2,2
103D,early_morning,2,4
103D,AM_peak,1,2
103D,midday,2,4
103D,PM_peak,1,2
103D,evening,2,4
363B,early_morning,2,2
363B,AM_peak,2,2
363B,midday,2,2
363B,PM_peak,2,2
363B,evening,2,2
293S,early_morning,1,3
293S,AM_peak,1,3
293S,midday,1,3
293S,PM_peak,1,3
293S,evening,1,3
139S,early_morning,1,4
139S,AM_peak,1,4
139S,midday,1,4
139S,PM_peak,1,4
139S,evening,1,4
135 NGT,early_morning,2,4
135 NGT,AM_peak,3,6
135 NGT,midday,2,4
135 NGT,PM_peak,3,6
135 NGT,evening,2,4
117 NGT,early_morning,2,3
117 NGT,AM_peak,2,3
117 NGT,midday,2,3
117 NGT,PM_peak,1,2
117 NGT,evening,2,3
174 NGT,early_morning,2,5
174 NGT,AM_peak,1,3
174 NGT,midday,2,5
174 NGT,PM_peak,1,3
174 NGT,evening,2,5
348 NGT,early_morning,1,3
348 NGT,AM_peak,3,9
348 NGT,midday,1,3
348 NGT,PM_peak,3,9
348 NGT,evening,1,3
12 NGT,early_morning,1,3
12 NGT,AM_peak,1,3
12 NGT,midday,1,3
12 NGT,PM_peak,1,3
12 NGT,evening,1,3
158B,early_morning,2,5
158B,AM_peak,1,3
158B,midday,2,5
158B,PM_peak,1,3
158B,evening,2,5
19D,early_morning,2,5
19D,AM_peak,1,3
19D,midday,2,5
19D,PM_peak,1,3
19D,evening,2,5
253,early_morning,1,3
253,AM_peak,1,3
253,midday,1,3
253,PM_peak,1,3
253,evening,1,3
